ax,ay,az,gx,gy,gz,label
-7.0,41.0,93.0,-1001.0,506.0,1459.0,cuadrado
-4.0,42.0,100.0,-537.0,946.0,1129.0,cuadrado
-5.0,37.0,101.0,-567.0,531.0,732.0,cuadrado
-4.0,41.0,107.0,67.0,-79.0,-67.0,cuadrado
-4.0,51.0,101.0,-189.0,-323.0,-18.0,cuadrado
-5.0,57.0,107.0,-274.0,-384.0,427.0,cuadrado
-4.0,56.0,110.0,-909.0,-1044.0,757.0,cuadrado
-3.0,55.0,110.0,-903.0,-1514.0,1306.0,cuadrado
-2.0,46.0,106.0,-946.0,-2106.0,1343.0,cuadrado
-1.0,43.0,99.0,-1087.0,-2473.0,1453.0,cuadrado
0.0,39.0,93.0,-1196.0,-2302.0,1056.0,cuadrado
1.0,45.0,93.0,-1270.0,-2058.0,1025.0,cuadrado
4.0,37.0,88.0,-1160.0,-1972.0,958.0,cuadrado
5.0,36.0,86.0,-952.0,-1441.0,500.0,cuadrado
6.0,37.0,86.0,-170.0,-1062.0,305.0,cuadrado
6.0,36.0,85.0,-396.0,-531.0,30.0,cuadrado
8.0,32.0,97.0,-311.0,-232.0,-409.0,cuadrado
8.0,31.0,105.0,-763.0,-476.0,-1038.0,cuadrado
8.0,31.0,107.0,-317.0,-818.0,-1642.0,cuadrado

-1.0,40.0,97.0,-311.0,464.0,128.0,cuadrado
-2.0,42.0,95.0,-561.0,500.0,225.0,cuadrado
0.0,49.0,100.0,-690.0,335.0,476.0,cuadrado
-2.0,53.0,89.0,-653.0,433.0,1154.0,cuadrado
-4.0,53.0,91.0,-928.0,1001.0,1740.0,cuadrado
-4.0,47.0,98.0,-696.0,1258.0,2332.0,cuadrado
-2.0,42.0,101.0,-714.0,958.0,2387.0,cuadrado
-5.0,40.0,98.0,-1019.0,1062.0,2625.0,cuadrado
-2.0,34.0,109.0,-30.0,745.0,2479.0,cuadrado
-3.0,26.0,98.0,-543.0,439.0,1984.0,cuadrado
-1.0,29.0,105.0,116.0,561.0,1105.0,cuadrado
-2.0,38.0,98.0,-934.0,238.0,903.0,cuadrado
-1.0,39.0,105.0,109.0,323.0,854.0,cuadrado
0.0,30.0,107.0,-378.0,116.0,708.0,cuadrado
-2.0,35.0,114.0,-567.0,-317.0,-48.0,cuadrado
0.0,45.0,111.0,-751.0,-897.0,-42.0,cuadrado
0.0,45.0,116.0,-97.0,-1288.0,109.0,cuadrado
0.0,52.0,108.0,-1361.0,-2070.0,708.0,cuadrado
1.0,52.0,91.0,-964.0,-2088.0,1795.0,cuadrado
3.0,31.0,93.0,-525.0,-1276.0,2320.0,cuadrado
