ax,ay,az,gx,gy,gz,label
11.0,0.0,110.0,54.0,-983.0,-1838.0,ele
12.0,-1.0,111.0,-641.0,-1019.0,-2021.0,ele
13.0,2.0,102.0,604.0,-763.0,-2448.0,ele
14.0,3.0,105.0,-30.0,-335.0,-2406.0,ele
15.0,4.0,107.0,-91.0,-458.0,-2509.0,ele
16.0,11.0,105.0,-476.0,-470.0,-2302.0,ele
15.0,11.0,108.0,-36.0,-354.0,-1984.0,ele
15.0,12.0,107.0,91.0,-360.0,-1545.0,ele
15.0,9.0,107.0,-598.0,-586.0,-1282.0,ele
15.0,8.0,105.0,390.0,-384.0,-1209.0,ele
18.0,3.0,106.0,18.0,-335.0,-1117.0,ele
17.0,8.0,102.0,79.0,61.0,-1581.0,ele
16.0,16.0,114.0,-476.0,-293.0,-854.0,ele
15.0,10.0,105.0,-341.0,-348.0,-787.0,ele

35.0,1.0,103.0,30.0,439.0,-293.0,ele
34.0,3.0,106.0,-433.0,329.0,-73.0,ele
31.0,1.0,103.0,-574.0,146.0,250.0,ele
29.0,2.0,95.0,-629.0,232.0,512.0,ele
29.0,0.0,90.0,-225.0,311.0,506.0,ele
28.0,-1.0,84.0,-390.0,1361.0,378.0,ele
27.0,0.0,96.0,146.0,1783.0,189.0,ele
25.0,1.0,103.0,390.0,1935.0,451.0,ele
25.0,-3.0,105.0,164.0,1483.0,519.0,ele
25.0,-5.0,97.0,0.0,1795.0,67.0,ele
24.0,1.0,109.0,476.0,2015.0,-177.0,ele
24.0,3.0,109.0,-122.0,1471.0,-170.0,ele
22.0,1.0,105.0,-897.0,1941.0,0.0,ele
21.0,0.0,116.0,500.0,1520.0,-543.0,ele
17.0,11.0,100.0,-647.0,1258.0,-409.0,ele
18.0,5.0,110.0,-317.0,1972.0,274.0,ele
16.0,0.0,116.0,903.0,1624.0,-42.0,ele
15.0,4.0,116.0,-464.0,1276.0,-177.0,ele
14.0,9.0,110.0,610.0,1007.0,158.0,ele
13.0,1.0,110.0,-384.0,1233.0,348.0,ele
12.0,0.0,122.0,170.0,1087.0,-91.0,ele
11.0,5.0,120.0,-140.0,378.0,-372.0,ele
8.0,8.0,113.0,12.0,-54.0,-12.0,ele
8.0,1.0,108.0,189.0,189.0,-6.0,ele
8.0,0.0,114.0,390.0,134.0,-439.0,ele
8.0,-3.0,115.0,787.0,-201.0,-586.0,ele
7.0,-6.0,114.0,-659.0,-903.0,-1337.0,ele
6.0,1.0,104.0,36.0,-567.0,-1770.0,ele
6.0,0.0,115.0,-48.0,-592.0,-2137.0,ele
6.0,8.0,109.0,-647.0,-885.0,-2161.0,ele
6.0,3.0,109.0,-189.0,-751.0,-2332.0,ele
7.0,6.0,112.0,-781.0,-970.0,-2674.0,ele
9.0,14.0,109.0,54.0,-1233.0,-2693.0,ele
11.0,10.0,106.0,-268.0,-1099.0,-2662.0,ele
10.0,17.0,104.0,-213.0,-1019.0,-2491.0,ele
11.0,17.0,100.0,433.0,-683.0,-2003.0,ele
-20.0,46.0,115.0,2906.0,677.0,5862.0,ele
11.0,4.0,105.0,494.0,-341.0,439.0,ele
13.0,7.0,107.0,-323.0,-293.0,-170.0,ele
10.0,24.0,100.0,262.0,-232.0,-433.0,ele

18.0,-14.0,96.0,372.0,-470.0,-238.0,ele
18.0,-16.0,98.0,-525.0,-555.0,-726.0,ele
19.0,0.0,86.0,-73.0,-299.0,-738.0,ele
18.0,-7.0,85.0,-54.0,659.0,140.0,ele
18.0,-11.0,94.0,-891.0,885.0,-91.0,ele
15.0,0.0,87.0,720.0,2290.0,885.0,ele
16.0,-23.0,118.0,-323.0,2662.0,1038.0,ele
12.0,-12.0,103.0,1587.0,1325.0,-85.0,ele
10.0,-14.0,103.0,-726.0,2345.0,256.0,ele
9.0,-1.0,116.0,1593.0,2625.0,6.0,ele
7.0,-12.0,125.0,-1013.0,1538.0,506.0,ele
7.0,-3.0,117.0,964.0,1227.0,0.0,ele
4.0,-3.0,116.0,561.0,1538.0,256.0,ele
5.0,-6.0,128.0,1117.0,1258.0,109.0,ele
5.0,-2.0,131.0,390.0,-73.0,0.0,ele
2.0,-1.0,116.0,641.0,-824.0,-12.0,ele
2.0,-3.0,115.0,476.0,-543.0,146.0,ele
3.0,0.0,115.0,-122.0,-519.0,476.0,ele
2.0,-8.0,115.0,-97.0,-714.0,348.0,ele
3.0,-5.0,115.0,-610.0,-1050.0,183.0,ele
2.0,-10.0,108.0,183.0,-1306.0,-158.0,ele
3.0,-15.0,103.0,-610.0,-1056.0,-934.0,ele
4.0,-6.0,100.0,158.0,-415.0,-1746.0,ele
6.0,-9.0,110.0,-348.0,-109.0,-1905.0,ele
8.0,-2.0,111.0,-836.0,-641.0,-2167.0,ele
9.0,0.0,104.0,-109.0,-476.0,-2033.0,ele
10.0,-3.0,111.0,-818.0,-470.0,-2058.0,ele
10.0,4.0,109.0,-280.0,-787.0,-1948.0,ele
10.0,2.0,107.0,-329.0,-836.0,-1801.0,ele
8.0,2.0,108.0,488.0,-647.0,-1630.0,ele
9.0,4.0,105.0,-598.0,-653.0,-1221.0,ele
10.0,3.0,103.0,128.0,-146.0,-1190.0,ele
11.0,4.0,109.0,-97.0,195.0,-928.0,ele
10.0,1.0,114.0,-464.0,-378.0,-891.0,ele
9.0,3.0,108.0,-268.0,-470.0,-958.0,ele
