ax,ay,az,gx,gy,gz,label
-2.0,60.0,88.0,-390.0,824.0,1056.0,linea
-3.0,57.0,87.0,-567.0,592.0,1099.0,linea
-3.0,56.0,87.0,-500.0,647.0,922.0,linea
-2.0,58.0,90.0,-525.0,561.0,793.0,linea
-3.0,58.0,87.0,-494.0,488.0,616.0,linea
0.0,61.0,83.0,-604.0,470.0,690.0,linea
-2.0,67.0,87.0,-384.0,818.0,916.0,linea
-4.0,64.0,86.0,-439.0,708.0,1490.0,linea
-2.0,60.0,86.0,-256.0,940.0,1606.0,linea
-2.0,60.0,88.0,-531.0,806.0,1667.0,linea
-3.0,58.0,86.0,-476.0,885.0,1569.0,linea
-3.0,58.0,87.0,-665.0,800.0,1654.0,linea
