ax,ay,az,gx,gy,gz,label
6.0,56.0,90.0,-427.0,-134.0,48.0,reposo
6.0,56.0,91.0,-427.0,-140.0,36.0,reposo
6.0,56.0,90.0,-427.0,-109.0,42.0,reposo
7.0,56.0,90.0,-427.0,-128.0,42.0,reposo
7.0,56.0,90.0,-421.0,-134.0,36.0,reposo
6.0,56.0,90.0,-415.0,-122.0,42.0,reposo
6.0,56.0,89.0,-409.0,-122.0,24.0,reposo
7.0,56.0,90.0,-409.0,-122.0,42.0,reposo
7.0,55.0,90.0,-421.0,-128.0,30.0,reposo
7.0,56.0,91.0,-415.0,-103.0,42.0,reposo
6.0,56.0,90.0,-403.0,-116.0,36.0,reposo
6.0,55.0,89.0,-415.0,-128.0,30.0,reposo

6.0,57.0,89.0,-470.0,-116.0,36.0,reposo
6.0,56.0,90.0,-409.0,-116.0,24.0,reposo
6.0,56.0,90.0,-433.0,-128.0,48.0,reposo
6.0,56.0,90.0,-433.0,-109.0,24.0,reposo
6.0,56.0,90.0,-433.0,-122.0,42.0,reposo
6.0,56.0,90.0,-439.0,-128.0,12.0,reposo
6.0,56.0,89.0,-433.0,-109.0,36.0,reposo
7.0,57.0,90.0,-433.0,-128.0,36.0,reposo
6.0,56.0,89.0,-439.0,-128.0,18.0,reposo
7.0,55.0,89.0,-390.0,-122.0,48.0,reposo
6.0,56.0,90.0,-427.0,-116.0,48.0,reposo
6.0,56.0,90.0,-427.0,-128.0,36.0,reposo
6.0,56.0,89.0,-427.0,-128.0,30.0,reposo
6.0,55.0,90.0,-396.0,-122.0,48.0,reposo
6.0,56.0,90.0,-421.0,-122.0,42.0,reposo
7.0,56.0,90.0,-427.0,-109.0,54.0,reposo
6.0,56.0,89.0,-427.0,-122.0,36.0,reposo
6.0,56.0,89.0,-427.0,-116.0,61.0,reposo
6.0,55.0,90.0,-427.0,-122.0,42.0,reposo
7.0,55.0,89.0,-396.0,-122.0,48.0,reposo
6.0,56.0,91.0,-415.0,-116.0,48.0,reposo
6.0,56.0,90.0,-427.0,-134.0,42.0,reposo
6.0,56.0,89.0,-415.0,-116.0,36.0,reposo
7.0,55.0,90.0,-433.0,-116.0,30.0,reposo
6.0,57.0,90.0,-403.0,-122.0,12.0,reposo
6.0,56.0,90.0,-433.0,-116.0,36.0,reposo
7.0,56.0,91.0,-445.0,-134.0,54.0,reposo
6.0,56.0,89.0,-427.0,-116.0,24.0,reposo
6.0,55.0,90.0,-415.0,-116.0,42.0,reposo
6.0,56.0,89.0,-433.0,-109.0,42.0,reposo
6.0,56.0,90.0,-390.0,-134.0,48.0,reposo
6.0,55.0,89.0,-439.0,-128.0,61.0,reposo
6.0,56.0,91.0,-433.0,-109.0,18.0,reposo
6.0,56.0,90.0,-433.0,-122.0,30.0,reposo
6.0,56.0,90.0,-415.0,-116.0,61.0,reposo
7.0,56.0,91.0,-403.0,-134.0,42.0,reposo
6.0,56.0,90.0,-433.0,-116.0,54.0,reposo
6.0,56.0,90.0,-439.0,-134.0,36.0,reposo
6.0,56.0,91.0,-409.0,-122.0,42.0,reposo
7.0,56.0,90.0,-427.0,-91.0,36.0,reposo

6.0,56.0,89.0,-415.0,-116.0,61.0,reposo
6.0,56.0,89.0,-433.0,-134.0,61.0,reposo
6.0,56.0,90.0,-445.0,-122.0,36.0,reposo
6.0,55.0,90.0,-439.0,-122.0,30.0,reposo
6.0,55.0,90.0,-415.0,-116.0,30.0,reposo
6.0,55.0,89.0,-421.0,-128.0,36.0,reposo
6.0,56.0,90.0,-439.0,-128.0,48.0,reposo
6.0,56.0,90.0,-403.0,-140.0,24.0,reposo
7.0,56.0,90.0,-439.0,-116.0,61.0,reposo
6.0,56.0,90.0,-451.0,-122.0,36.0,reposo
7.0,56.0,90.0,-409.0,-128.0,42.0,reposo
6.0,56.0,90.0,-427.0,-109.0,54.0,reposo
6.0,56.0,91.0,-433.0,-116.0,24.0,reposo
6.0,56.0,90.0,-396.0,-134.0,54.0,reposo
6.0,56.0,91.0,-439.0,-134.0,54.0,reposo
6.0,56.0,90.0,-409.0,-116.0,48.0,reposo
6.0,56.0,91.0,-427.0,-122.0,24.0,reposo
6.0,57.0,91.0,-427.0,-122.0,42.0,reposo
6.0,56.0,91.0,-421.0,-128.0,42.0,reposo
6.0,56.0,90.0,-403.0,-128.0,30.0,reposo
6.0,55.0,90.0,-439.0,-122.0,54.0,reposo
6.0,56.0,89.0,-482.0,-140.0,61.0,reposo
6.0,56.0,90.0,-409.0,-134.0,30.0,reposo
7.0,56.0,90.0,-421.0,-128.0,24.0,reposo
7.0,55.0,90.0,-415.0,-128.0,67.0,reposo
6.0,56.0,90.0,-403.0,-103.0,48.0,reposo
6.0,56.0,91.0,-427.0,-116.0,48.0,reposo
6.0,56.0,89.0,-415.0,-128.0,18.0,reposo
6.0,56.0,90.0,-433.0,-134.0,73.0,reposo
6.0,56.0,90.0,-458.0,-116.0,42.0,reposo
6.0,56.0,90.0,-433.0,-140.0,42.0,reposo
6.0,56.0,90.0,-427.0,-109.0,67.0,reposo
6.0,56.0,89.0,-427.0,-122.0,61.0,reposo
6.0,55.0,90.0,-403.0,-122.0,54.0,reposo
6.0,55.0,90.0,-470.0,-116.0,54.0,reposo
7.0,56.0,90.0,-458.0,-116.0,30.0,reposo
6.0,56.0,90.0,-415.0,-103.0,18.0,reposo
6.0,56.0,90.0,-445.0,-116.0,36.0,reposo
6.0,56.0,90.0,-445.0,-128.0,30.0,reposo
6.0,56.0,90.0,-415.0,-103.0,61.0,reposo

6.0,56.0,91.0,-409.0,-116.0,48.0,reposo
6.0,56.0,90.0,-439.0,-134.0,30.0,reposo
6.0,56.0,90.0,-427.0,-134.0,54.0,reposo
6.0,56.0,90.0,-415.0,-122.0,24.0,reposo
6.0,56.0,90.0,-421.0,-109.0,30.0,reposo
6.0,56.0,90.0,-427.0,-122.0,36.0,reposo
6.0,55.0,90.0,-403.0,-134.0,61.0,reposo
6.0,56.0,90.0,-421.0,-109.0,24.0,reposo
6.0,56.0,91.0,-421.0,-134.0,48.0,reposo
6.0,56.0,90.0,-421.0,-109.0,54.0,reposo
6.0,56.0,90.0,-415.0,-122.0,42.0,reposo
6.0,56.0,89.0,-421.0,-109.0,54.0,reposo
6.0,56.0,90.0,-409.0,-122.0,48.0,reposo
6.0,57.0,89.0,-409.0,-128.0,36.0,reposo
6.0,56.0,89.0,-445.0,-116.0,54.0,reposo
6.0,56.0,89.0,-403.0,-116.0,42.0,reposo
6.0,56.0,89.0,-427.0,-109.0,12.0,reposo
7.0,56.0,89.0,-433.0,-128.0,24.0,reposo
6.0,55.0,90.0,-433.0,-134.0,42.0,reposo
6.0,56.0,89.0,-427.0,-134.0,42.0,reposo
6.0,56.0,89.0,-427.0,-128.0,36.0,reposo
6.0,56.0,90.0,-433.0,-122.0,48.0,reposo
7.0,56.0,90.0,-415.0,-103.0,48.0,reposo
7.0,56.0,90.0,-439.0,-122.0,67.0,reposo
6.0,56.0,90.0,-433.0,-103.0,6.0,reposo
6.0,56.0,90.0,-433.0,-109.0,48.0,reposo
6.0,56.0,90.0,-415.0,-122.0,30.0,reposo
6.0,56.0,90.0,-409.0,-122.0,36.0,reposo
5.0,56.0,91.0,-427.0,-128.0,24.0,reposo
6.0,56.0,91.0,-427.0,-134.0,36.0,reposo
6.0,56.0,89.0,-421.0,-128.0,24.0,reposo
6.0,56.0,89.0,-421.0,-128.0,54.0,reposo
